scenario,target_r,transition,from_session,to_session,trades,mean_net_R,sum_net_R,pf_net,tp_pct,positive_years,active_years
S10_C6,1.0,doz_origin_to_contact,NY_AM,TRANSITION,4,-0.17323712963539228,-0.6929485185415691,0.5919549180849304,25.0,2,4
S10_C6,1.0,doz_origin_to_contact,NY_PM,ASIA_CME,11,-0.08311324242324246,-0.914245666655667,0.8292485645181615,36.36363636363637,2,7
S10_C6,1.0,doz_origin_to_contact,NY_PM,LONDON,5,0.7329404972611838,3.664702486305919,21.571264582398687,80.0,4,5
S10_C6,1.0,doz_origin_to_contact,NY_PM,NY_AM,10,0.35649985428026854,3.564998542802685,2.151550915953305,70.0,3,6
S10_C6,1.0,doz_origin_to_contact,NY_PM,TRANSITION,1,0.9591558883594296,0.9591558883594296,inf,100.0,1,1
S10_C6,1.0,doz_origin_to_contact,TRANSITION,ASIA_CME,13,0.3356916166163517,4.363991016012572,2.220245454026597,61.53846153846154,7,11
S10_C6,1.0,doz_origin_to_contact,TRANSITION,LONDON,8,0.713915587729326,5.711324701834608,6.459816825056612,87.5,5,6
S10_C6,1.0,doz_origin_to_contact,TRANSITION,NY_AM,6,0.30364591717199513,1.8218755030319707,1.878084386549667,66.66666666666666,3,5
S10_C6,1.0,doz_origin_to_contact,TRANSITION,NY_PM,2,0.22135104976665454,0.4427020995333091,1.8098043020694232,50.0,1,2
S10_C6,1.0,doz_activation_to_contact,ASIA_CME,ASIA_CME,21,0.5103705367353452,10.717781271442249,3.7862461638803606,71.42857142857143,10,12
S10_C6,1.0,doz_activation_to_contact,ASIA_CME,LONDON,21,0.1866939272121588,3.9205724714553347,1.4652817959689945,61.904761904761905,5,11
S10_C6,1.0,doz_activation_to_contact,ASIA_CME,NY_AM,25,0.1576487122394465,3.9412178059861622,1.3747241070529261,60.0,7,11
S10_C6,1.0,doz_activation_to_contact,ASIA_CME,NY_PM,5,-0.22998787142409483,-1.1499393571204741,0.6288391147827869,40.0,2,5
S10_C6,1.0,doz_activation_to_contact,LONDON,ASIA_CME,9,0.361375478657233,3.2523793079150973,2.515829465243585,55.55555555555556,4,6
S10_C6,1.0,doz_activation_to_contact,LONDON,LONDON,10,0.25534134316341695,2.5534134316341692,1.8142906615084124,50.0,4,7
S10_C6,1.0,doz_activation_to_contact,LONDON,NY_AM,40,0.4071607241128449,16.286428964513796,2.4331075873440993,72.5,11,14
S10_C6,1.0,doz_activation_to_contact,LONDON,NY_PM,12,0.43772798246688144,5.2527357896025775,3.1370525080962217,66.66666666666666,5,8
S10_C6,1.0,doz_activation_to_contact,LONDON,TRANSITION,1,-0.1608391608391854,-0.1608391608391854,0.0,0.0,0,1
S10_C6,1.0,doz_activation_to_contact,NY_AM,ASIA_CME,26,0.3084273351684548,8.019110714379824,2.014141075401814,61.53846153846154,8,10
